# legalhist.whitelist candidates for OCR-corrupted reporter abbreviations (issue #247)
# source: moml_citations.citations_unlinked, spellings not in the whitelist with at least 20 rows, 2026-09-05
# 64189 such spellings, 6620354 rows
# rules: digit (a letter-flanked digit removed), confusion (one OCR letter confusion from
# ocrConfusions in go/citations/ocrvariant.go), digit_letter (a letter-flanked digit read as
# some letter; reported for review only, never seeded). Every corrected spelling is an exact
# entry of the whitelist as it stood when this ran; nothing is normalized. REVIEW BEFORE APPLYING.
# confidence is "canonical" when the corrected spelling is itself a reporter in legalhist.reporters,
# and "via-variant" when it is another whitelist variant that maps onward, in which case the
# proposal inherits that entry's looseness. A spelling whose readings reach more than one reporter
# is AMBIGUOUS when the runner-up's spellings are at least 10%% as frequent in the corpus as the
# winner's; TOJUNK when every reading lands on a junk entry; UNRESOLVED when none is whitelisted.
#
# count	reporter_found	corrected	reporter_standard	rule	confidence	example
#UNRESOLVED	238	"L. J Q. B."	"04 L. J Q. B.\n\t\t\t101"
#UNRESOLVED	238	"Roll. Ahr."	"1 Roll. Ahr. 0"
#UNRESOLVED	238	"U. S. I"	"01 U. S. I 150"
#UNRESOLVED	238	"Yeates (Penn.)"	"1 Yeates (Penn.), 144"
#UNRESOLVED	238	"book, p."	"1 book, p. 104"
#UNRESOLVED	238	"boys and"	"000 boys and 500"
#UNRESOLVED	238	"is"	"000\n\t\t\tis 3"
#UNRESOLVED	238	"lill."	"0 lill. 29"
#UNRESOLVED	237	"& B."	"010 & B. 407"
#UNRESOLVED	237	". St."	"01 . St. 471"
#UNRESOLVED	237	"Allnut"	"77 Allnut 1"
#UNRESOLVED	237	"Am. Law Rec."	"0 Am. Law Rec. 103"
#UNRESOLVED	237	"Burder"	"0 Burder, 4"
#UNRESOLVED	237	"C. P"	"0 C. P 0"
#UNRESOLVED	237	"Clark & Sinn."	"0 Clark & Sinn. 352"
#UNRESOLVED	237	"Deer."	"00 Deer. 12"
#UNRESOLVED	237	"Ellis & E."	"1 Ellis & E., 1"
#UNRESOLVED	237	"Eng. Corn. L."	"08 Eng. Corn.\n\t\t\tL. 554"
#UNRESOLVED	237	"Eng. Ecc."	"0 Eng. Ecc. 406"
#UNRESOLVED	237	"F. (Just.)"	"1 F. (Just.), 1"
#UNRESOLVED	237	"K B."	"1 K B. 04"
#UNRESOLVED	237	"Kern"	"155 Kern, 61"
#UNRESOLVED	237	"Northeast. Rep."	"0 Northeast. Rep., 378"
#UNRESOLVED	237	"as amended in"	"016 as amended in 1882"
#UNRESOLVED	237	"n., Ill."	"003 n., Ill. 742"
#UNRESOLVED	236	"Ad. and E."	"0 Ad. and E. 230"
#UNRESOLVED	236	"Allsopp"	"6 Allsopp, 3"
#UNRESOLVED	236	"Am. RIep."	"0 Am. RIep. 140"
#UNRESOLVED	236	"Ante, s."	"0 Ante, s. 325"
#UNRESOLVED	236	"Bos. and P."	"1 Bos. and P. 11"
#UNRESOLVED	236	"C. B. x. s."	"0 C. B. x. s. 324"
#UNRESOLVED	236	"C. d P."	"0 C. d P. 02"
#UNRESOLVED	236	"Fli."	"00 Fli. 000"
#UNRESOLVED	236	"G. s. c."	"12 G. s. c. 61"
#UNRESOLVED	236	"How. St. Tri."	"0 How. St. Tri. 540"
#UNRESOLVED	236	"K. B. (C. A.)"	"093 K. B. (C. A.) 390"
#UNRESOLVED	236	"L,. R. A."	"00 L,. R. A. 870"
#UNRESOLVED	236	"L.J. P."	"0 L.J. P. 71"
#UNRESOLVED	236	"M,."	"00 M,. 413"
#UNRESOLVED	236	"M. and"	"0 M. and 6"
#UNRESOLVED	236	"McCord (S. Car.)"	"1 McCord (S. Car.)\n\t\t\t1"
#UNRESOLVED	236	"Mly. & K."	"1 Mly. & K. 0"
#UNRESOLVED	236	"My. & Craig"	"1 My. & Craig, 105"
#UNRESOLVED	236	"Phillips, Ch. R."	"1 Phillips, Ch. R. 081"
#UNRESOLVED	236	"Rob. Ec."	"1 Rob. Ec. 1"
#UNRESOLVED	236	"Watt"	"03 Watt, 11"
#UNRESOLVED	236	"Weekly Reporter"	"00 Weekly Reporter, 37"
#UNRESOLVED	236	"andi"	"010 andi 1918"
#UNRESOLVED	235	"(Eng.)"	"007 (Eng.) 4"
#UNRESOLVED	235	"(in"	"000 (in 1830"
#UNRESOLVED	235	"App. Can."	"051 App. Can. 392"
#UNRESOLVED	235	"B. & Aid"	"11 B. & Aid, 540"
#UNRESOLVED	235	"Burgott"	"Burgott, 1"
#UNRESOLVED	235	"Ct. of Claims"	"10 Ct. of Claims, 206"
#UNRESOLVED	235	"D. J. &"	"1 D. J. & 104"
#UNRESOLVED	235	"Dau. Co. Rep."	"11 Dau. Co. Rep., 31"
#UNRESOLVED	235	"EVIDENCE"	"01 EVIDENCE, 272"
#UNRESOLVED	235	"Elst"	"0 Elst, 022"
#UNRESOLVED	235	"Esp. N. P.C."	"1 Esp. N. P.C. 1"
#UNRESOLVED	235	"Goo. II. c."	"0 Goo. II. c. 14"
#UNRESOLVED	235	"Ibid, p."	"03 Ibid, p. 246"
#UNRESOLVED	235	"Ilarris"	"0 Ilarris, 175"
#UNRESOLVED	235	"L. .. K. B."	"10 L. .. K. B. 25"
#UNRESOLVED	235	"Law T. Rep."	"18 Law T. Rep. 186"
#UNRESOLVED	235	"Liens"	"007 Liens, 331"
#UNRESOLVED	235	"M. c."	"11 M. c. 24"
#UNRESOLVED	235	"MIas."	"01 MIas. 220"
#UNRESOLVED	235	"Mylne & Keene"	"1 Mylne & Keene, 102"
#UNRESOLVED	235	"N. Br."	"10 N. Br. 373"
#UNRESOLVED	235	"Saver"	"0 Saver, 32"
#UNRESOLVED	235	"examples"	"03 examples, 104"
#UNRESOLVED	235	"fraud"	"010 fraud, 1011"
#UNRESOLVED	235	"inches."	"000 inches.\n\t\t\t100"
#UNRESOLVED	235	"lMaine"	"02 lMaine, 272"
#UNRESOLVED	235	"n. (a)"	"071 n. (a), 1073"
#UNRESOLVED	234	"A. L."	"0 A. L. 1"
#UNRESOLVED	234	"Alex."	"1 Alex. 103"
#UNRESOLVED	234	"Am. L. Rec."	"0 Am. L. Rec. 247"
#UNRESOLVED	234	"Ba. & B."	"1 Ba. & B. 108"
#UNRESOLVED	234	"Bradwell"	"0 Bradwell, 157"
#UNRESOLVED	234	"Burgess."	"4 Burgess. 1"
#UNRESOLVED	234	"Dank"	"59 Dank,, 42"
#UNRESOLVED	234	"Elw."	"0 Elw. 1"
#UNRESOLVED	234	"H.."	"0 H.. 1"
#UNRESOLVED	234	"Lithebye"	"6 Lithebye, 2"
#UNRESOLVED	234	"Mcd."	"0 Mcd. 19"
#UNRESOLVED	234	"N. ,."	"00 N. ,. 1001"
#UNRESOLVED	234	"Noyes."	"Noyes. 0"
#UNRESOLVED	234	"Oranch"	"0 Oranch 221"
#UNRESOLVED	234	"Q. II. D."	"0 Q. II. D. 685"
#UNRESOLVED	234	"Sid"	"011 Sid 11"
#UNRESOLVED	234	"Wingo"	"3 Wingo, 29"
#UNRESOLVED	234	"anll"	"02 anll 1903"
#UNRESOLVED	234	"ing"	"000\n\t\t\ting 3"
#UNRESOLVED	234	"lMic."	"01 lMic. 24"
#UNRESOLVED	233	"(Larceny Act"	"016 (Larceny Act, 1"
#UNRESOLVED	233	".. s."	"03 ..\n\t\t\ts. 159"
#UNRESOLVED	233	"Adm. & Eccl."	"14 Adm. & Eccl. 483"
#UNRESOLVED	233	"AmSR"	"100 AmSR 371"
#UNRESOLVED	233	"Annals"	"11 Annals 452"
#UNRESOLVED	233	"B.C.C."	"1 B.C.C. 1"
#UNRESOLVED	233	"Corn. D."	"11 Corn. D. 40"
#UNRESOLVED	233	"D)."	"0 D). 1"
#UNRESOLVED	233	"Fowl. Ex. Pr."	"1 Fowl. Ex. Pr. 1"
#UNRESOLVED	233	"Heisk"	"0 Heisk, 271"
#UNRESOLVED	233	"J.. P."	"01 J.. P. 532"
#UNRESOLVED	233	"Kingsman"	"Kingsman 1"
#UNRESOLVED	233	"L. J. P. &"	"02 L. J. P. & 31"
#UNRESOLVED	233	"MIacph."	"10 MIacph. 104"
#UNRESOLVED	233	"Mann. & R."	"1 Mann. & R. 106"
#UNRESOLVED	233	"PaI."	"00 PaI. 932"
#UNRESOLVED	233	"Rot. Parl. iii."	"1 Rot. Parl. iii. 116"
#UNRESOLVED	233	"See infra, p."	"0 See infra, p. 122"
#UNRESOLVED	233	"Spk."	"1 Spk. 1"
#UNRESOLVED	233	"p"	"002 p,\n\t\t\t002"
#UNRESOLVED	233	"remuneration of"	"004 remuneration of, 558"
#UNRESOLVED	232	"(Pr.), r."	"153 (Pr.), r. 110"
#UNRESOLVED	232	"Al. & S."	"0 Al. & S. 150"
#UNRESOLVED	232	"Am. &"	"0 Am. & 7"
#UNRESOLVED	232	"Bai."	"1 Bai. 1"
#UNRESOLVED	232	"Bell, Corn."	"1 Bell, Corn. 026"
#UNRESOLVED	232	"Bl. Comm., pp."	"122 Bl. Comm., pp. 408"
#UNRESOLVED	232	"Caine"	"13 Caine, 175"
#UNRESOLVED	232	"Defined"	"015 Defined, 1010"
#UNRESOLVED	232	"Glyn"	"000 Glyn 100"
#UNRESOLVED	232	"I I."	"011 I I. 1"
#UNRESOLVED	232	"I)uer"	"1 I)uer, 1"
#UNRESOLVED	232	"J ."	"013 J . 1"
#UNRESOLVED	232	"L.J. (O.S.) K.B."	"0 L.J. (O.S.) K.B. 17"
#UNRESOLVED	232	"Macn. & Gord."	"1 Macn. & Gord. 007"
#UNRESOLVED	232	"Mais."	"0 Mais. 24"
#UNRESOLVED	232	"Mar. L. Cas."	"13 Mar. L. Cas. 355"
#UNRESOLVED	232	"Moil."	"0 Moil. 1"
#UNRESOLVED	232	"Rosc."	"1 Rosc. 08"
#UNRESOLVED	232	"S. & t."	"10 S. & t. 172"
#UNRESOLVED	232	"T. .."	"0 T. .. 500"
#UNRESOLVED	232	"aMd."	"00 aMd. 41"
#UNRESOLVED	232	"juin"	"10 juin 1838"
#UNRESOLVED	232	"llarris"	"0 llarris, 340"
#UNRESOLVED	231	"(O.H.)"	"007 (O.H.), 15"
#UNRESOLVED	231	". N."	"001\n\t\t\t. N. 104"
#UNRESOLVED	231	"Allinson"	"2 Allinson, 132"
#UNRESOLVED	231	"Bright. Dig."	"1 Bright. Dig. 1"
#UNRESOLVED	231	"Chit. Gen. Pr."	"12 Chit. Gen. Pr. 114"
#UNRESOLVED	231	"Cox & Atk."	"1 Cox & Atk. 00"
#UNRESOLVED	231	"Cr.)"	"03 Cr.) 07"
#UNRESOLVED	231	"Curt. p."	"1 Curt. p. 172"
#UNRESOLVED	231	"Dec. Cor."	"1 Dec. Cor. 1"
#UNRESOLVED	231	"Ex., at p."	"0 Ex., at p. 162"
#UNRESOLVED	231	"Fl."	"011 Fl. 1"
#UNRESOLVED	231	"Grant (Penn.)"	"1 Grant (Penn.), 101"
#UNRESOLVED	231	"Jebb & Sy."	"1 Jebb & Sy. 1"
#UNRESOLVED	231	"K. B"	"112 K. B, 642"
#UNRESOLVED	231	"Kingham"	"Kingham 0"
#UNRESOLVED	231	"Kinglake"	"98 Kinglake, 11"
#UNRESOLVED	231	"L. J. (q. B.)"	"04 L. J. (q. B.) 432"
#UNRESOLVED	231	"Law J., Ex."	"10 Law J., Ex. 142"
#UNRESOLVED	231	"Luz."	"0 Luz. 171"
#UNRESOLVED	231	"Maes."	"07 Maes. 131"
#UNRESOLVED	231	"Pow."	"119 Pow. 85"
#UNRESOLVED	231	"Stnt."	"0 Stnt., 14"
#UNRESOLVED	231	"a, pi."	"100 a, pi. 70"
#UNRESOLVED	231	"b. pl."	"09 b. pl. 4"
#UNRESOLVED	231	"o ."	"000 o . 0"
#UNRESOLVED	231	"tons of hay, and"	"000 tons of hay, and 108"
#UNRESOLVED	230	"(n.e."	"00 (n.e. 4123"
#UNRESOLVED	230	"Abb. Ap."	"1 Abb. Ap.\n\t\t\t125"
#UNRESOLVED	230	"ClI. D."	"10 ClI. D. 136"
#UNRESOLVED	230	"Dec. Re."	"10 Dec. Re. 169"
#UNRESOLVED	230	"Estoppel"	"054 Estoppel, 1055"
#UNRESOLVED	230	"Hen. Ill., c."	"0 Hen. Ill., c. 4"
#UNRESOLVED	230	"Landowner"	"0 Landowner, 2"
#UNRESOLVED	230	"M ews Dig."	"10\n\t\t\tM ews Dig. 125"
#UNRESOLVED	230	"Pinney"	"1 Pinney, 007"
#UNRESOLVED	230	"Sc. N. It."	"0 Sc. N. It. 0"
#UNRESOLVED	230	"Sim.)"	"0 Sim.) 033"
#UNRESOLVED	230	"Ves. and Beam."	"17 Ves. and Beam. 375"
#UNRESOLVED	230	"Webst."	"03 Webst. 158"
#UNRESOLVED	230	"cited"	"013 cited 7"
#UNRESOLVED	230	"down to"	"000 down to 15"
#UNRESOLVED	230	"each."	"000 each. 1"
#UNRESOLVED	230	"inspection of"	"028 inspection of, 81"
#UNRESOLVED	229	"Ann c."	"0 Ann c. 7"
#UNRESOLVED	229	"App. C. at p."	"10 App. C. at p. 1"
#UNRESOLVED	229	"Bail"	"023 Bail, 1023"
#UNRESOLVED	229	"Cartier"	"1 Cartier, 3"
#UNRESOLVED	229	"Ch. )iv."	"10 Ch. )iv. 153"
#UNRESOLVED	229	"Corn. Rep."	"016 Corn. Rep. 478"
#UNRESOLVED	229	"Cro. El."	"017 Cro. El. 756"
#UNRESOLVED	229	"David."	"104 David. 131"
#UNRESOLVED	229	"Dickins"	"1 Dickins, 133"
#UNRESOLVED	229	"EDw."	"0 EDw. 7"
#UNRESOLVED	229	"Edlw."	"10 Edlw. 1"
#UNRESOLVED	229	"Ersk. i."	"029 Ersk. i. 7"
#UNRESOLVED	229	"F. & P."	"1 F. & P. 0"
#UNRESOLVED	229	"I. & A."	"14 I. & A. 582"
#UNRESOLVED	229	"IK."	"02 IK. 11"
#UNRESOLVED	229	"Ired"	"0 Ired, 4"
#UNRESOLVED	229	"J P."	"00 J P. 709"
#UNRESOLVED	229	"L. J. E."	"0 L. J. E. 287"
#UNRESOLVED	229	"L. J. Q. II."	"01 L. J. Q. II. 251"
#UNRESOLVED	229	"Philippine"	"10 Philippine, 204"
#UNRESOLVED	229	"R. (J.)"	"10 R. (J.) 12"
#UNRESOLVED	229	"Sc.L.R."	"10 Sc.L.R. 162"
#UNRESOLVED	229	"Sickels)"	"0 Sickels) 18"
#UNRESOLVED	229	"Speer"	"1 Speer 1"
#UNRESOLVED	229	"T. R. at p."	"17 T. R. at p. 340"
#UNRESOLVED	229	"W. Ill., c."	"10 W. Ill., c. 1"
#UNRESOLVED	229	"b. note"	"03 b. note 18"
#UNRESOLVED	229	"in equity"	"041\n\t\t\tin equity, 1035"
#UNRESOLVED	229	"plea of"	"041 plea of, 368"
#UNRESOLVED	228	"& N."	"0 & N. 488"
#UNRESOLVED	228	".. i."	"0 .. i. 123"
#UNRESOLVED	228	"A. & S."	"10 A. & S. 675"
#UNRESOLVED	228	"AlT."	"093 AlT. 29"
#UNRESOLVED	228	"Alason"	"1 Alason, 11"
#UNRESOLVED	228	"Amendment"	"003 Amendment, 1286"
#UNRESOLVED	228	"Atk. p."	"1 Atk. p. 115"
#UNRESOLVED	228	"Bank."	"0 Bank. 3"
#UNRESOLVED	228	"Bev."	"0 Bev. 148"
#UNRESOLVED	228	"C. U."	"0 C. U. 572"
#UNRESOLVED	228	"Chic. Leg. N."	"10 Chic. Leg. N. 169"
#UNRESOLVED	228	"Dickeson"	"Dickeson, 00"
#UNRESOLVED	228	"Esp. It."	"0 Esp. It. 134"
#UNRESOLVED	228	"Harding."	"45 Harding. 672"
#UNRESOLVED	228	"Iict. c."	"10 Iict. c. 17"
#UNRESOLVED	228	"L. .J. Q. B."	"02 L. .J. Q. B. 198"
#UNRESOLVED	228	"LT. T."	"04 LT. T. 2"
#UNRESOLVED	228	"Mias."	"07 Mias. 557"
#UNRESOLVED	228	"Mich. L. Rev."	"0 Mich. L. Rev. 158"
#UNRESOLVED	228	"Mlih."	"000 Mlih. 0"
#UNRESOLVED	228	"Mos."	"03 Mos. 1"
#UNRESOLVED	228	"Parker, C. R."	"0 Parker, C. R. 126"
#UNRESOLVED	228	"Phill"	"12 Phill, 144"
#UNRESOLVED	228	"R. R"	"0 R. R 817"
#UNRESOLVED	228	"See below, p."	"0 See below, p. 170"
#UNRESOLVED	228	"Ves. Ch."	"0 Ves. Ch. 429"
#UNRESOLVED	228	"Wash. R. P."	"11 Wash. R. P., 577"
#UNRESOLVED	228	"Wh. Ev."	"1 Wh. Ev. 004"
#UNRESOLVED	228	"edition, Art."	"2 edition, Art. 63"
#UNRESOLVED	228	"equitable"	"040\n\t\t\tequitable, 646"
#UNRESOLVED	228	"mortgage"	"000 mortgage, 6"
#UNRESOLVED	228	"mos."	"0 mos. 11"
#UNRESOLVED	227	"A. L. It."	"0 A. L. It. 1"
#UNRESOLVED	227	"After"	"000 After 1846"
#UNRESOLVED	227	"Alienation."	"0 Alienation.\n\t\t\t17"
#UNRESOLVED	227	"Alleyne"	"118\n\t\t\tAlleyne 1110"
#UNRESOLVED	227	"Burfield"	"627 Burfield, 13"
#UNRESOLVED	227	"Eng. & Ir. App."	"1 Eng. & Ir. App. 1"
#UNRESOLVED	227	"Gen. Ord."	"00 Gen. Ord. 2"
#UNRESOLVED	227	"Harp"	"1 Harp, 70"
#UNRESOLVED	227	"Iawk. c."	"1 Iawk. c. 04"
#UNRESOLVED	227	"N. Y. I"	"013 N. Y. I, 24"
#UNRESOLVED	227	"Police force"	"000\n\t\t\tPolice force, 1146"
#UNRESOLVED	227	"Stark. Crim. PI."	"1 Stark. Crim. PI. 11"
#UNRESOLVED	227	"a, p."	"02 a, p. 180"
#UNRESOLVED	227	"inches"	"0 inches, 1"
#UNRESOLVED	227	"lb. p."	"10 lb. p. 201"
#UNRESOLVED	227	"lien. VI."	"0 lien. VI., 63"
#UNRESOLVED	227	"lun."	"000 lun. 1"
#UNRESOLVED	227	"procedure"	"012 procedure, 1011"
#UNRESOLVED	226	"Aim. St. Rep."	"03 Aim. St. Rep. 4"
#UNRESOLVED	226	"Ar."	"00 Ar. 21"
#UNRESOLVED	226	"Arch. Pract."	"11 Arch. Pract. 12"
#UNRESOLVED	226	"Bellinger"	"467 Bellinger, 7"
#UNRESOLVED	226	"Cartright"	"Cartright, 0"
#UNRESOLVED	226	"Ch. II. c."	"12 Ch. II. c. 13"
#UNRESOLVED	226	"Chan. Ap."	"0 Chan. Ap. 413"
#UNRESOLVED	226	"East, P. C"	"12 East, P. C 979"
#UNRESOLVED	226	"Goo. IV. c."	"10 Goo. IV. c. 10"
#UNRESOLVED	226	"Iuss."	"10 Iuss. 105"
#UNRESOLVED	226	"Kent Comm. Lect."	"1 Kent Comm. Lect. 10"
#UNRESOLVED	226	"L. RI. A."	"03 L. RI. A. 014"
#UNRESOLVED	226	"LRA"	"10 LRA 794"
#UNRESOLVED	226	"MI. &"	"0 MI. & 1"
#UNRESOLVED	226	"Mann. & Ry."	"1 Mann. & Ry. 102"
#UNRESOLVED	226	"My. & Or."	"1 My. & Or. 10"
#UNRESOLVED	226	"Pardessus"	"156 Pardessus 9"
#UNRESOLVED	226	"Phill. p."	"1 Phill. p. 1"
#UNRESOLVED	226	"Pul."	"0 Pul. 118"
#UNRESOLVED	226	"Sids."	"11 Sids. 127"
#UNRESOLVED	226	"Sin. &"	"0 Sin. & 1"
#UNRESOLVED	226	"Suipp."	"00 Suipp. 216"
#UNRESOLVED	226	"Verin."	"10 Verin. 173"
#UNRESOLVED	226	"W. L. J."	"0 W. L. J. 315"
#UNRESOLVED	226	"amounted to"	"000 amounted to 7"
#UNRESOLVED	226	"lro. C. C."	"1 lro. C. C. 1"
#UNRESOLVED	226	"voluntary"	"028 voluntary, 1028"
#UNRESOLVED	225	".. ii."	"012 .. ii. 227"
#UNRESOLVED	225	"Ad. & E. N. S."	"0 Ad. & E. N. S. 70"
#UNRESOLVED	225	"Cl. & Sinn."	"10 Cl. & Sinn. 1"
#UNRESOLVED	225	"Cos"	"0 Cos, 08"
#UNRESOLVED	225	"Den. C.C."	"1 Den. C.C. 00"
#UNRESOLVED	225	"H. Black"	"1 H. Black, 108"
#UNRESOLVED	225	"H. L. p."	"11 H. L. p. 612"
#UNRESOLVED	225	"Hardingham"	"352 Hardingham, 256"
#UNRESOLVED	225	"Hlawk. c."	"1 Hlawk. c. 02"
#UNRESOLVED	225	"II. of L. Cas."	"10 II. of L. Cas. 191"
#UNRESOLVED	225	"Iast."	"10 Iast. 130"
#UNRESOLVED	225	"It is"	"001 It is 1"
#UNRESOLVED	225	"L. T. Notes"	"00 L. T. Notes, 10"
#UNRESOLVED	225	"N. S. W."	"02 N. S. W. 1900"
#UNRESOLVED	225	"N. Wr."	"05 N. Wr. 719"
#UNRESOLVED	225	"Phill. Evid."	"12 Phill. Evid. 490"
#UNRESOLVED	225	"Supra, sec."	"0 Supra, sec. 347"
#UNRESOLVED	225	"a, b"	"100 a, b 29"
#UNRESOLVED	225	"llalst."	"0 llalst. 12"
#UNRESOLVED	225	"registration"	"016 registration, 1010"
#UNRESOLVED	225	"sale of"	"005 sale of, 1005"
#UNRESOLVED	225	"x"	"000\n\t\t\tx\n\t\t\t305"
#UNRESOLVED	224	".R."	"011 .R. 386"
#UNRESOLVED	224	"Alad."	"101 Alad. 4460"
#UNRESOLVED	224	"Daniell Ch. Pr."	"102 Daniell Ch. Pr. 713"
#UNRESOLVED	224	"Domat"	"1 Domat , 1"
#UNRESOLVED	224	"Halo P. C."	"11 Halo P. C. 481"
#UNRESOLVED	224	"L. J.C. P."	"10 L. J.C. P. 71"
#UNRESOLVED	224	"L., M. & P."	"1 L., M. & P. 001"
#UNRESOLVED	224	"Lr. Can. Jur."	"10 Lr. Can. Jur. 208"
#UNRESOLVED	224	"Moor."	"037 Moor. 264"
#UNRESOLVED	224	"N. I"	"00 N. I 115"
#UNRESOLVED	224	"N. Y. I."	"00 N. Y. I. 252"
#UNRESOLVED	224	"P. Wmins."	"1 P. Wmins. 10"
#UNRESOLVED	224	"Phil. & Mary, c."	"260 Phil. & Mary, c. 13"
#UNRESOLVED	224	"Pres. Shop. T."	"1 Pres. Shop. T. 10"
#UNRESOLVED	224	"Q, B. D."	"0 Q, B. D. 139"
#UNRESOLVED	224	"Q. B. D. at pp."	"10 Q. B. D. at pp. 430"
#UNRESOLVED	224	"Sand. R."	"1 Sand. R., 199"
#UNRESOLVED	224	"Scam. R."	"1 Scam. R., 103"
#UNRESOLVED	224	"States"	"014 States 23"
#UNRESOLVED	224	"V. State"	"018 V. State 284"
#UNRESOLVED	224	"W. L"	"10 W. L 106"
#UNRESOLVED	224	"Winona"	"Winona 1"
#UNRESOLVED	224	"llawk. P. C."	"1 llawk. P. C. 00"
#UNRESOLVED	224	"notice"	"022 notice, 940"
#UNRESOLVED	223	"(Ad."	"011 (Ad. 622"
#UNRESOLVED	223	"Am. L. C."	"1 Am. L. C. 06"
#UNRESOLVED	223	"Blurr."	"1 Blurr. 00"
#UNRESOLVED	223	"Brr."	"10 Brr. 119"
#UNRESOLVED	223	"COl."	"03 COl. 450"
#UNRESOLVED	223	"Cartmell"	"Cartmell, 10"
#UNRESOLVED	223	"Comp. Stat., p."	"12 Comp. Stat., p. 2628"
#UNRESOLVED	223	"Cox Ch."	"12 Cox Ch. 3"
#UNRESOLVED	223	"E. E."	"07 E. E. 383"
#UNRESOLVED	223	"Fearne"	"0 Fearne, 250"
#UNRESOLVED	223	"Fsp."	"1 Fsp. 1"
#UNRESOLVED	223	"IB. & C."	"0 IB. & C. 071"
#UNRESOLVED	223	"Inm."	"01 Inm. 3"
#UNRESOLVED	223	"Ja. I. c."	"1 Ja. I. c. 11"
#UNRESOLVED	223	"K. and J."	"1 K. and J., 168"
#UNRESOLVED	223	"L. .. M. C."	"05 L. .. M. C. 1414"
#UNRESOLVED	223	"L. J. . ."	"01 L. J. . . 1"
#UNRESOLVED	223	"Law. Rep."	"10 Law. Rep. 650"
#UNRESOLVED	223	"N. I)."	"0 N. I). 188"
#UNRESOLVED	223	"T. &"	"0 T. & 0"
#UNRESOLVED	223	"You. & J."	"15 You. & J. 80"
#UNRESOLVED	223	"at"	"000 at, 87"
#UNRESOLVED	223	"licll."	"05 licll. 117"
#UNRESOLVED	223	"tom."	"10 tom. 294"
#UNRESOLVED	222	"A.M. to"	"0 A.M. to 7"
#UNRESOLVED	222	"Albany L. J."	"10 Albany L. J. 477"
#UNRESOLVED	222	"Am. Cr."	"0 Am. Cr., 221"
#UNRESOLVED	222	"Am. Cr. R."	"090 Am. Cr. R. 87"
#UNRESOLVED	222	"App.)"	"011 App.) 190"
#UNRESOLVED	222	"B. W. Comp. Cas."	"2 B. W. Comp. Cas. 428"
#UNRESOLVED	222	"B. t."	"00 B. t. 793"
#UNRESOLVED	222	"Bradford"	"00 Bradford, 1600"
#UNRESOLVED	222	"Burnaby"	"14 Burnaby, 009"
#UNRESOLVED	222	"Burnett."	"3 Burnett. 11"
#UNRESOLVED	222	"C. M."	"000 C. M., 1"
#UNRESOLVED	222	"Carp. P. C."	"138\n\t\t\tCarp. P. C. 475"
#UNRESOLVED	222	"Definition"	"016 Definition, 7"
#UNRESOLVED	222	"Hare App."	"0 Hare App. 80"
#UNRESOLVED	222	"Irish C. L."	"10 Irish C. L. 1"
#UNRESOLVED	222	"Johns. &"	"11 Johns. & 2"
#UNRESOLVED	222	"L. It. Eq."	"0 L. It. Eq. 505"
#UNRESOLVED	222	"L. J. N. C."	"11 L. J. N. C. 86"
#UNRESOLVED	222	"LJ. Ex."	"028 LJ. Ex. 366"
#UNRESOLVED	222	"M. & VW."	"10 M. & VW. 1"
#UNRESOLVED	222	"M. D. & Do G."	"1 M. D. & Do G. 1"
#UNRESOLVED	222	"Mo. P. C."	"10 Mo. P. C. 306"
#UNRESOLVED	222	"Penr. & W."	"1 Penr. & W. 112"
#UNRESOLVED	222	"Perry & D."	"1 Perry & D. 103"
#UNRESOLVED	222	"Philippi"	"6 Philippi 62"
#UNRESOLVED	222	"Piac."	"08 Piac. 828"
#UNRESOLVED	222	"S. K."	"00 S. K. 713"
#UNRESOLVED	222	"Sess."	"0 Sess. 29"
#UNRESOLVED	222	"W.I."	"0 W.I. 80"
#UNRESOLVED	222	"instances of"	"006\n\t\t\tinstances of, 1006"
#UNRESOLVED	222	"s. d."	"000\n\t\t\ts. d. 2"
#UNRESOLVED	221	"(Code"	"000 (Code 32"
#UNRESOLVED	221	"(a), p."	"0 (a), p. 18"
#UNRESOLVED	221	"(par."	"013 (par. 16"
#UNRESOLVED	221	"Aftl."	"103 Aftl. 114"
#UNRESOLVED	221	"Altk."	"1 Altk. 1"
#UNRESOLVED	221	"Bl. Cor. p."	"1 Bl. Cor. p. 113"
#UNRESOLVED	221	"Blackf. Com."	"1 Blackf. Com. 107"
#UNRESOLVED	221	"Burghart"	"Burghart 1"
#UNRESOLVED	221	"Can. Sup."	"0 Can. Sup. 471"
#UNRESOLVED	221	"Ch.."	"0 Ch.. 12"
#UNRESOLVED	221	"Comst"	"1 Comst, 129"
#UNRESOLVED	221	"Dickon"	"507 Dickon 743"
#UNRESOLVED	221	"FoL Die."	"1 FoL Die. 099"
#UNRESOLVED	221	"George Ill. cap."	"10 George Ill. cap. 48"
#UNRESOLVED	221	"Gto."	"10 Gto. 3"
#UNRESOLVED	221	"Henry IV. c."	"11 Henry IV. c. 1"
#UNRESOLVED	221	"Henry VI. c."	"10 Henry VI. c. 2"
#UNRESOLVED	221	"K.."	"101 K.. 570"
#UNRESOLVED	221	"L. & W."	"0 L. & W. 401"
#UNRESOLVED	221	"Law Jour."	"0\n\t\t\tLaw Jour. 440"
#UNRESOLVED	221	"MIad."	"0 MIad. 151"
